apartmenttype,quarter,region,subregion,year,averagerent
"2 Bed, 2 Bath",2,Denver Metro,Adams,2015,1153.31235698
"2 Bed, 2 Bath",3,Denver Metro,Adams,2015,1211.06678029
3 Bed,1,Denver Metro,Adams,1998,771.85
3 Bed,2,Denver Metro,Adams,1998,792.01
3 Bed,3,Denver Metro,Adams,1998,799.11
3 Bed,4,Denver Metro,Adams,1998,832.09
3 Bed,1,Denver Metro,Adams,1999,815.17
3 Bed,2,Denver Metro,Adams,1999,839.37
3 Bed,3,Denver Metro,Adams,1999,839.91
3 Bed,4,Denver Metro,Adams,1999,834.75
3 Bed,1,Denver Metro,Adams,2000,844.65
3 Bed,2,Denver Metro,Adams,2000,880.47
3 Bed,3,Denver Metro,Adams,2000,898.28
3 Bed,4,Denver Metro,Adams,2000,908.34
3 Bed,1,Denver Metro,Adams,2001,942.62
3 Bed,2,Denver Metro,Adams,2001,945.55
3 Bed,3,Denver Metro,Adams,2001,966.41
3 Bed,4,Denver Metro,Adams,2001,979.47
3 Bed,1,Denver Metro,Adams,2002,922.77
3 Bed,2,Denver Metro,Adams,2002,898.41
3 Bed,3,Denver Metro,Adams,2002,958.08
3 Bed,4,Denver Metro,Adams,2002,939.65
3 Bed,1,Denver Metro,Adams,2003,930.5
3 Bed,2,Denver Metro,Adams,2003,928.3594664931685
3 Bed,3,Denver Metro,Adams,2003,995.4713129827143
3 Bed,4,Denver Metro,Adams,2003,937.6560659980588
3 Bed,1,Denver Metro,Adams,2004,957.5715389369592
3 Bed,2,Denver Metro,Adams,2004,972.364668
3 Bed,3,Denver Metro,Adams,2004,944.8132740552556
3 Bed,4,Denver Metro,Adams,2004,964.1689026026295
3 Bed,1,Denver Metro,Adams,2005,963.6404946793213
3 Bed,2,Denver Metro,Adams,2005,996.514354675
3 Bed,3,Denver Metro,Adams,2005,1002.89627528
3 Bed,4,Denver Metro,Adams,2005,1000.18758756
3 Bed,1,Denver Metro,Adams,2006,998.445652174
3 Bed,2,Denver Metro,Adams,2006,999.715925568
3 Bed,3,Denver Metro,Adams,2006,993.273831727
3 Bed,4,Denver Metro,Adams,2006,987.009507231
3 Bed,1,Denver Metro,Adams,2007,993.452961179
3 Bed,2,Denver Metro,Adams,2007,1009.72717622
3 Bed,3,Denver Metro,Adams,2007,982.533417226
3 Bed,4,Denver Metro,Adams,2007,982.557875706
3 Bed,1,Denver Metro,Adams,2008,963.46437247
3 Bed,2,Denver Metro,Adams,2008,1016.65810005
3 Bed,3,Denver Metro,Adams,2008,1020.40087835
3 Bed,4,Denver Metro,Adams,2008,1013.34421889
3 Bed,1,Denver Metro,Adams,2009,1006.92718884
3 Bed,2,Denver Metro,Adams,2009,1009.62378146
3 Bed,3,Denver Metro,Adams,2009,970.646197503
3 Bed,4,Denver Metro,Adams,2009,923.001089366
3 Bed,1,Denver Metro,Adams,2010,1013.24661731
3 Bed,2,Denver Metro,Adams,2010,1012.72286689
3 Bed,3,Denver Metro,Adams,2010,1035.89110098
3 Bed,4,Denver Metro,Adams,2010,1030.5013104
3 Bed,1,Denver Metro,Adams,2011,1036.52678864
3 Bed,2,Denver Metro,Adams,2011,1047.53089701
3 Bed,3,Denver Metro,Adams,2011,1080.13625378
3 Bed,4,Denver Metro,Adams,2011,1051.87388877
3 Bed,1,Denver Metro,Adams,2012,1116.15064245
3 Bed,2,Denver Metro,Adams,2012,1062.59559717
3 Bed,3,Denver Metro,Adams,2012,1067.54083215
3 Bed,4,Denver Metro,Adams,2012,1061.4745398
3 Bed,1,Denver Metro,Adams,2013,1077.02202953
3 Bed,2,Denver Metro,Adams,2013,1116.02954175
3 Bed,3,Denver Metro,Adams,2013,1150.05485449
3 Bed,4,Denver Metro,Adams,2013,1129.34637146
3 Bed,1,Denver Metro,Adams,2014,1170.23545221
3 Bed,2,Denver Metro,Adams,2014,1234.15083426
3 Bed,3,Denver Metro,Adams,2014,1265.21491426
3 Bed,4,Denver Metro,Adams,2014,1302.51876124
3 Bed,1,Denver Metro,Adams,2015,1348.87238654
3 Bed,2,Denver Metro,Adams,2015,1365.6044335
3 Bed,3,Denver Metro,Adams,2015,1419.77856943
All,1,Denver Metro,Adams,1998,817.89
All,2,Denver Metro,Adams,1998,917.18
All,3,Denver Metro,Adams,1998,804.33
All,4,Denver Metro,Adams,1998,895.76
All,1,Denver Metro,Adams,1999,862.51
All,2,Denver Metro,Adams,1999,891.39
All,3,Denver Metro,Adams,1999,898.14
All,4,Denver Metro,Adams,1999,880.27
All,1,Denver Metro,Adams,2000,821.54
All,2,Denver Metro,Adams,2000,912.4
All,3,Denver Metro,Adams,2000,959.6
All,4,Denver Metro,Adams,2000,909.59
All,1,Denver Metro,Adams,2001,975.43
All,2,Denver Metro,Adams,2001,976.57
All,3,Denver Metro,Adams,2001,976.73
All,4,Denver Metro,Adams,2001,972.35
All,1,Denver Metro,Adams,2002,1020.25
All,2,Denver Metro,Adams,2002,962.13
All,3,Denver Metro,Adams,2002,998.95
All,4,Denver Metro,Adams,2002,1019.13
All,1,Denver Metro,Adams,2003,1005.36
All,2,Denver Metro,Adams,2003,974.1974683544304
All,3,Denver Metro,Adams,2003,1063.5230179028133
All,4,Denver Metro,Adams,2003,989.8597765363129
All,1,Denver Metro,Adams,2004,1029.8292397660819
All,2,Denver Metro,Adams,2004,1004.994359
All,3,Denver Metro,Adams,2004,1002.5750564334086
All,4,Denver Metro,Adams,2004,1058.4032258064517
All,1,Denver Metro,Adams,2005,1089.3020527859237
All,2,Denver Metro,Adams,2005,1165.80950049
All,3,Denver Metro,Adams,2005,1097.68974584
All,4,Denver Metro,Adams,2005,1097.07604167
All,1,Denver Metro,Adams,2006,1110.62561095
All,2,Denver Metro,Adams,2006,1102.06194296
All,3,Denver Metro,Adams,2006,1157.86543422
All,4,Denver Metro,Adams,2006,1140.03568358
All,1,Denver Metro,Adams,2007,1146.77650177
All,2,Denver Metro,Adams,2007,1245.65196599
All,3,Denver Metro,Adams,2007,1195.79929162
All,4,Denver Metro,Adams,2007,1184.3302603
All,1,Denver Metro,Adams,2008,1199.67099567
All,2,Denver Metro,Adams,2008,1270.60307235
All,3,Denver Metro,Adams,2008,1291.58145778
All,4,Denver Metro,Adams,2008,1256.675
All,1,Denver Metro,Adams,2009,1204.9821269
All,2,Denver Metro,Adams,2009,1237.0655814
All,3,Denver Metro,Adams,2009,1125.96672662
All,4,Denver Metro,Adams,2009,1077.46136012
All,1,Denver Metro,Adams,2010,1113.72578947
All,2,Denver Metro,Adams,2010,1173.46851064
All,3,Denver Metro,Adams,2010,1203.03241002
All,4,Denver Metro,Adams,2010,1200.72450533
All,1,Denver Metro,Adams,2011,1255.98122867
All,2,Denver Metro,Adams,2011,1204.06763485
All,3,Denver Metro,Adams,2011,1308.2450361
All,4,Denver Metro,Adams,2011,1236.8
All,1,Denver Metro,Adams,2012,1246.6426009
All,2,Denver Metro,Adams,2012,1241.14271047
All,3,Denver Metro,Adams,2012,1282.63858962
All,4,Denver Metro,Adams,2012,1283.09266802
All,1,Denver Metro,Adams,2013,1315.6479648
All,2,Denver Metro,Adams,2013,1358.96209588
All,3,Denver Metro,Adams,2013,1479.06415094
All,4,Denver Metro,Adams,2013,1282.22575977
All,1,Denver Metro,Adams,2014,1402.5252809
All,2,Denver Metro,Adams,2014,1427.91729323
All,3,Denver Metro,Adams,2014,1476.72164948
All,4,Denver Metro,Adams,2014,1518.36477273
All,1,Denver Metro,Adams,2015,1673.16666667
All,2,Denver Metro,Adams,2015,1715.27251995
All,3,Denver Metro,Adams,2015,1673.30688623
Efficiency,1,Denver Metro,Adams,1998,634.74
Efficiency,2,Denver Metro,Adams,1998,647.62
Efficiency,3,Denver Metro,Adams,1998,662.41
Efficiency,4,Denver Metro,Adams,1998,666.62
Efficiency,1,Denver Metro,Adams,1999,675.81
Efficiency,2,Denver Metro,Adams,1999,698.66
Efficiency,3,Denver Metro,Adams,1999,695.11
Efficiency,4,Denver Metro,Adams,1999,690.39
Efficiency,1,Denver Metro,Adams,2000,704.25
Efficiency,2,Denver Metro,Adams,2000,719.34
Efficiency,3,Denver Metro,Adams,2000,733.97
Efficiency,4,Denver Metro,Adams,2000,754.06
Efficiency,1,Denver Metro,Adams,2001,787.75
Efficiency,2,Denver Metro,Adams,2001,789.06
Efficiency,3,Denver Metro,Adams,2001,792.45
Efficiency,4,Denver Metro,Adams,2001,820.84
Efficiency,1,Denver Metro,Adams,2002,768.31
Efficiency,2,Denver Metro,Adams,2002,768.49
Efficiency,3,Denver Metro,Adams,2002,793.54
Efficiency,4,Denver Metro,Adams,2002,790.29
Efficiency,1,Denver Metro,Adams,2003,762.61
Efficiency,2,Denver Metro,Adams,2003,772.208837634163
Efficiency,3,Denver Metro,Adams,2003,803.4920268084123
Efficiency,4,Denver Metro,Adams,2003,776.99797356828185
Efficiency,1,Denver Metro,Adams,2004,800.9977227807855
Efficiency,2,Denver Metro,Adams,2004,783.1256536
Efficiency,3,Denver Metro,Adams,2004,803.8551397886123
Efficiency,4,Denver Metro,Adams,2004,796.8061741267595
Efficiency,1,Denver Metro,Adams,2005,801.3846762048192
Efficiency,2,Denver Metro,Adams,2005,828.076972958
Efficiency,3,Denver Metro,Adams,2005,822.48783404
Efficiency,4,Denver Metro,Adams,2005,825.208529525
Efficiency,1,Denver Metro,Adams,2006,817.3614445
Efficiency,2,Denver Metro,Adams,2006,831.010031109
Efficiency,3,Denver Metro,Adams,2006,830.371245197
Efficiency,4,Denver Metro,Adams,2006,826.449704345
Efficiency,1,Denver Metro,Adams,2007,822.918008682
Efficiency,2,Denver Metro,Adams,2007,855.151048751
Efficiency,3,Denver Metro,Adams,2007,823.493260683
Efficiency,4,Denver Metro,Adams,2007,844.30056859
Efficiency,1,Denver Metro,Adams,2008,835.875944674
Efficiency,2,Denver Metro,Adams,2008,890.06867649
Efficiency,3,Denver Metro,Adams,2008,882.515681406
Efficiency,4,Denver Metro,Adams,2008,872.678932039
Efficiency,1,Denver Metro,Adams,2009,863.628740157
Efficiency,2,Denver Metro,Adams,2009,884.227256673
Efficiency,3,Denver Metro,Adams,2009,848.223648125
Efficiency,4,Denver Metro,Adams,2009,809.386632894
Efficiency,1,Denver Metro,Adams,2010,874.556381569
Efficiency,2,Denver Metro,Adams,2010,892.480810271
Efficiency,3,Denver Metro,Adams,2010,914.708238182
Efficiency,4,Denver Metro,Adams,2010,892.649366262
Efficiency,1,Denver Metro,Adams,2011,904.782436567
Efficiency,2,Denver Metro,Adams,2011,886.33105448
Efficiency,3,Denver Metro,Adams,2011,935.46235689
Efficiency,4,Denver Metro,Adams,2011,909.709476534
Efficiency,1,Denver Metro,Adams,2012,934.032002797
Efficiency,2,Denver Metro,Adams,2012,906.851593066
Efficiency,3,Denver Metro,Adams,2012,893.863931778
Efficiency,4,Denver Metro,Adams,2012,893.346435382
Efficiency,1,Denver Metro,Adams,2013,910.708929998
Efficiency,2,Denver Metro,Adams,2013,933.958771612
Efficiency,3,Denver Metro,Adams,2013,962.532236033
Efficiency,4,Denver Metro,Adams,2013,948.681235919
Efficiency,1,Denver Metro,Adams,2014,988.47614773
Efficiency,2,Denver Metro,Adams,2014,1024.0683985
Efficiency,3,Denver Metro,Adams,2014,1066.70098945
Efficiency,4,Denver Metro,Adams,2014,1096.10774409
Efficiency,1,Denver Metro,Adams,2015,1130.70888308
Efficiency,2,Denver Metro,Adams,2015,1179.42705859
Efficiency,3,Denver Metro,Adams,2015,1207.17523588
"2 Bed, 1 Bath",1,Denver Metro,Adams,1998,426.04
"2 Bed, 1 Bath",2,Denver Metro,Adams,1998,440.93
"2 Bed, 1 Bath",3,Denver Metro,Adams,1998,451.69
"2 Bed, 1 Bath",4,Denver Metro,Adams,1998,459.91
"2 Bed, 1 Bath",1,Denver Metro,Adams,1999,472.5
"2 Bed, 1 Bath",2,Denver Metro,Adams,1999,470.92
"2 Bed, 1 Bath",3,Denver Metro,Adams,1999,475.79
"2 Bed, 1 Bath",4,Denver Metro,Adams,1999,513.52
"2 Bed, 1 Bath",1,Denver Metro,Adams,2000,484.59
"2 Bed, 1 Bath",2,Denver Metro,Adams,2000,524.48
"2 Bed, 1 Bath",3,Denver Metro,Adams,2000,517.15
"2 Bed, 1 Bath",4,Denver Metro,Adams,2000,530.15
"2 Bed, 1 Bath",1,Denver Metro,Adams,2001,543.61
"2 Bed, 1 Bath",2,Denver Metro,Adams,2001,536.2
"2 Bed, 1 Bath",3,Denver Metro,Adams,2001,604.45
"2 Bed, 1 Bath",4,Denver Metro,Adams,2001,577.13
"2 Bed, 1 Bath",1,Denver Metro,Adams,2002,549.11
"2 Bed, 1 Bath",2,Denver Metro,Adams,2002,568.66
"2 Bed, 1 Bath",3,Denver Metro,Adams,2002,542.2
"2 Bed, 1 Bath",4,Denver Metro,Adams,2002,531.71
"2 Bed, 1 Bath",1,Denver Metro,Adams,2003,527.38
"2 Bed, 1 Bath",2,Denver Metro,Adams,2003,523.7336448598131
"2 Bed, 1 Bath",3,Denver Metro,Adams,2003,494.0604707792208
"2 Bed, 1 Bath",4,Denver Metro,Adams,2003,520.9551656920078
"2 Bed, 1 Bath",1,Denver Metro,Adams,2004,490.24049429657794
"2 Bed, 1 Bath",2,Denver Metro,Adams,2004,499.022807
"2 Bed, 1 Bath",3,Denver Metro,Adams,2004,505.0006631299735
"2 Bed, 1 Bath",4,Denver Metro,Adams,2004,517.2033132530121
"2 Bed, 1 Bath",1,Denver Metro,Adams,2005,541.8017928286853
"2 Bed, 1 Bath",2,Denver Metro,Adams,2005,546.031707317
"2 Bed, 1 Bath",3,Denver Metro,Adams,2005,539.124045802
"2 Bed, 1 Bath",4,Denver Metro,Adams,2005,547.511627907
"2 Bed, 1 Bath",1,Denver Metro,Adams,2006,538.92
"2 Bed, 1 Bath",2,Denver Metro,Adams,2006,532.395393474
"2 Bed, 1 Bath",3,Denver Metro,Adams,2006,538.12358459
"2 Bed, 1 Bath",4,Denver Metro,Adams,2006,515.351352254
"2 Bed, 1 Bath",1,Denver Metro,Adams,2007,533.572485207
"2 Bed, 1 Bath",2,Denver Metro,Adams,2007,541.005359877
"2 Bed, 1 Bath",3,Denver Metro,Adams,2007,551.003561254
"2 Bed, 1 Bath",4,Denver Metro,Adams,2007,524.857039187
"2 Bed, 1 Bath",1,Denver Metro,Adams,2008,537.203315881
"2 Bed, 1 Bath",2,Denver Metro,Adams,2008,571.373801917
"2 Bed, 1 Bath",3,Denver Metro,Adams,2008,543.531818182
"2 Bed, 1 Bath",4,Denver Metro,Adams,2008,551.668526786
"2 Bed, 1 Bath",1,Denver Metro,Adams,2009,565.86407767
"2 Bed, 1 Bath",2,Denver Metro,Adams,2009,548.815447154
"2 Bed, 1 Bath",3,Denver Metro,Adams,2009,551.884057971
"2 Bed, 1 Bath",4,Denver Metro,Adams,2009,534.694666667
"2 Bed, 1 Bath",1,Denver Metro,Adams,2010,514.245689655
"2 Bed, 1 Bath",2,Denver Metro,Adams,2010,564.43799682
"2 Bed, 1 Bath",3,Denver Metro,Adams,2010,602.734356553
"2 Bed, 1 Bath",4,Denver Metro,Adams,2010,572.34430727
"2 Bed, 1 Bath",1,Denver Metro,Adams,2011,604.829959514
"2 Bed, 1 Bath",2,Denver Metro,Adams,2011,546.357142857
"2 Bed, 1 Bath",3,Denver Metro,Adams,2011,571.315836299
"2 Bed, 1 Bath",4,Denver Metro,Adams,2011,575.417
"2 Bed, 1 Bath",1,Denver Metro,Adams,2012,593.651663405
"2 Bed, 1 Bath",2,Denver Metro,Adams,2012,629.82625
"2 Bed, 1 Bath",3,Denver Metro,Adams,2012,617.468181818
"2 Bed, 1 Bath",4,Denver Metro,Adams,2012,656.026666667
"2 Bed, 1 Bath",1,Denver Metro,Adams,2013,632.678821879
"2 Bed, 1 Bath",2,Denver Metro,Adams,2013,674.741559953
"2 Bed, 1 Bath",3,Denver Metro,Adams,2013,686.777448071
"2 Bed, 1 Bath",4,Denver Metro,Adams,2013,678.272972973
"2 Bed, 1 Bath",1,Denver Metro,Adams,2014,702.828167116
"2 Bed, 1 Bath",2,Denver Metro,Adams,2014,696.003709199
"2 Bed, 1 Bath",3,Denver Metro,Adams,2014,799.906995231
"2 Bed, 1 Bath",4,Denver Metro,Adams,2014,802.009379509
"2 Bed, 1 Bath",1,Denver Metro,Adams,2015,832.695721078
"2 Bed, 1 Bath",2,Denver Metro,Adams,2015,846.242547425
"2 Bed, 1 Bath",3,Denver Metro,Adams,2015,890.453818828
"2 Bed, 2 Bath",1,Denver Metro,Adams,1998,572.66
"2 Bed, 2 Bath",2,Denver Metro,Adams,1998,570.87
"2 Bed, 2 Bath",3,Denver Metro,Adams,1998,591.89
"2 Bed, 2 Bath",4,Denver Metro,Adams,1998,599.35
"2 Bed, 2 Bath",1,Denver Metro,Adams,1999,596.69
"2 Bed, 2 Bath",2,Denver Metro,Adams,1999,606.56
"2 Bed, 2 Bath",3,Denver Metro,Adams,1999,608.11
"2 Bed, 2 Bath",4,Denver Metro,Adams,1999,622.72
"2 Bed, 2 Bath",1,Denver Metro,Adams,2000,632.83
"2 Bed, 2 Bath",2,Denver Metro,Adams,2000,626.06
"2 Bed, 2 Bath",3,Denver Metro,Adams,2000,650.69
"2 Bed, 2 Bath",4,Denver Metro,Adams,2000,683.2
"2 Bed, 2 Bath",1,Denver Metro,Adams,2001,690.19
"2 Bed, 2 Bath",2,Denver Metro,Adams,2001,710.46
"2 Bed, 2 Bath",3,Denver Metro,Adams,2001,721.74
"2 Bed, 2 Bath",4,Denver Metro,Adams,2001,699.14
"2 Bed, 2 Bath",1,Denver Metro,Adams,2002,687.85
"2 Bed, 2 Bath",2,Denver Metro,Adams,2002,679.79
"2 Bed, 2 Bath",3,Denver Metro,Adams,2002,671.36
"2 Bed, 2 Bath",4,Denver Metro,Adams,2002,689.98
"2 Bed, 2 Bath",1,Denver Metro,Adams,2003,681.22
"2 Bed, 2 Bath",2,Denver Metro,Adams,2003,677.9116459376514
"2 Bed, 2 Bath",3,Denver Metro,Adams,2003,688.619036297353
"2 Bed, 2 Bath",4,Denver Metro,Adams,2003,704.7542178542178
"2 Bed, 2 Bath",1,Denver Metro,Adams,2004,676.5271791604729
"2 Bed, 2 Bath",2,Denver Metro,Adams,2004,694.3515933
"2 Bed, 2 Bath",3,Denver Metro,Adams,2004,698.0183873603922
"2 Bed, 2 Bath",4,Denver Metro,Adams,2004,681.6718091373217
"2 Bed, 2 Bath",1,Denver Metro,Adams,2005,709.2014952723008
"2 Bed, 2 Bath",2,Denver Metro,Adams,2005,682.89969803
"2 Bed, 2 Bath",3,Denver Metro,Adams,2005,720.416460944
"2 Bed, 2 Bath",4,Denver Metro,Adams,2005,709.212526956
"2 Bed, 2 Bath",1,Denver Metro,Adams,2006,717.606523974
"2 Bed, 2 Bath",2,Denver Metro,Adams,2006,718.850133316
"2 Bed, 2 Bath",3,Denver Metro,Adams,2006,726.598560448
"2 Bed, 2 Bath",4,Denver Metro,Adams,2006,694.078736209
"2 Bed, 2 Bath",1,Denver Metro,Adams,2007,685.625551432
"2 Bed, 2 Bath",2,Denver Metro,Adams,2007,706.17503812099994
"2 Bed, 2 Bath",3,Denver Metro,Adams,2007,710.790186575
"2 Bed, 2 Bath",4,Denver Metro,Adams,2007,704.388195856
"2 Bed, 2 Bath",1,Denver Metro,Adams,2008,715.968400915
"2 Bed, 2 Bath",2,Denver Metro,Adams,2008,722.663170163
"2 Bed, 2 Bath",3,Denver Metro,Adams,2008,729.39940969
"2 Bed, 2 Bath",4,Denver Metro,Adams,2008,738.700848118
"2 Bed, 2 Bath",1,Denver Metro,Adams,2009,738.981069888
"2 Bed, 2 Bath",2,Denver Metro,Adams,2009,709.325564294
"2 Bed, 2 Bath",3,Denver Metro,Adams,2009,738.432617315
"2 Bed, 2 Bath",4,Denver Metro,Adams,2009,722.128443577
"2 Bed, 2 Bath",1,Denver Metro,Adams,2010,731.763554284
"2 Bed, 2 Bath",2,Denver Metro,Adams,2010,737.271988813
"2 Bed, 2 Bath",3,Denver Metro,Adams,2010,754.902231984
"2 Bed, 2 Bath",4,Denver Metro,Adams,2010,762.016291807
"2 Bed, 2 Bath",1,Denver Metro,Adams,2011,754.995569091
"2 Bed, 2 Bath",2,Denver Metro,Adams,2011,759.68074484
"2 Bed, 2 Bath",3,Denver Metro,Adams,2011,763.495183008
"2 Bed, 2 Bath",4,Denver Metro,Adams,2011,775.021199279
"2 Bed, 2 Bath",1,Denver Metro,Adams,2012,787.860617453
"2 Bed, 2 Bath",2,Denver Metro,Adams,2012,814.372910371
"2 Bed, 2 Bath",3,Denver Metro,Adams,2012,816.937235969
"2 Bed, 2 Bath",4,Denver Metro,Adams,2012,815.009089385
"2 Bed, 2 Bath",1,Denver Metro,Adams,2013,823.702068295
"2 Bed, 2 Bath",2,Denver Metro,Adams,2013,848.946867181
"2 Bed, 2 Bath",3,Denver Metro,Adams,2013,872.196137787
"2 Bed, 2 Bath",4,Denver Metro,Adams,2013,863.508164705
"2 Bed, 2 Bath",1,Denver Metro,Adams,2014,891.187589891
"2 Bed, 2 Bath",2,Denver Metro,Adams,2014,918.566986855
"2 Bed, 2 Bath",3,Denver Metro,Adams,2014,960.111769503
"2 Bed, 2 Bath",4,Denver Metro,Adams,2014,975.627984541
"2 Bed, 2 Bath",1,Denver Metro,Adams,2015,1004.94538841
"2 Bed, 2 Bath",2,Denver Metro,Adams,2015,1065.38026714
"2 Bed, 2 Bath",3,Denver Metro,Adams,2015,1079.96172847
3 Bed,1,Denver Metro,Adams,1998,667.73
3 Bed,2,Denver Metro,Adams,1998,669.11
3 Bed,3,Denver Metro,Adams,1998,691.44
3 Bed,4,Denver Metro,Adams,1998,684.27
3 Bed,1,Denver Metro,Adams,1999,691.18
3 Bed,2,Denver Metro,Adams,1999,709.88
3 Bed,3,Denver Metro,Adams,1999,719.48
3 Bed,4,Denver Metro,Adams,1999,734.2
3 Bed,1,Denver Metro,Adams,2000,734.42
3 Bed,2,Denver Metro,Adams,2000,746.09
3 Bed,3,Denver Metro,Adams,2000,752.6
3 Bed,4,Denver Metro,Adams,2000,787.55
3 Bed,1,Denver Metro,Adams,2001,772.8
3 Bed,2,Denver Metro,Adams,2001,793.64
3 Bed,3,Denver Metro,Adams,2001,810.1
3 Bed,4,Denver Metro,Adams,2001,784.94
3 Bed,1,Denver Metro,Adams,2002,801.93
3 Bed,2,Denver Metro,Adams,2002,795.56
3 Bed,3,Denver Metro,Adams,2002,809.97
3 Bed,4,Denver Metro,Adams,2002,803.51
3 Bed,1,Denver Metro,Adams,2003,799.72
3 Bed,2,Denver Metro,Adams,2003,796.4015030744705
3 Bed,3,Denver Metro,Adams,2003,839.2889819587629
3 Bed,4,Denver Metro,Adams,2003,855.277478017586
3 Bed,1,Denver Metro,Adams,2004,781.680387409201
3 Bed,2,Denver Metro,Adams,2004,795.0159116
3 Bed,3,Denver Metro,Adams,2004,789.0571134020619
3 Bed,4,Denver Metro,Adams,2004,776.551462100808
3 Bed,1,Denver Metro,Adams,2005,776.2848897370653
3 Bed,2,Denver Metro,Adams,2005,780.472089314
3 Bed,3,Denver Metro,Adams,2005,791.356315789
3 Bed,4,Denver Metro,Adams,2005,783.145689305
3 Bed,1,Denver Metro,Adams,2006,773.285374554
3 Bed,2,Denver Metro,Adams,2006,775.564777328
3 Bed,3,Denver Metro,Adams,2006,786.201259458
3 Bed,4,Denver Metro,Adams,2006,769.422279793
3 Bed,1,Denver Metro,Adams,2007,763.226857143
3 Bed,2,Denver Metro,Adams,2007,790.499541705
3 Bed,3,Denver Metro,Adams,2007,785.706343714
3 Bed,4,Denver Metro,Adams,2007,779.962244252
3 Bed,1,Denver Metro,Adams,2008,776.9617713
3 Bed,2,Denver Metro,Adams,2008,815.42252042
3 Bed,3,Denver Metro,Adams,2008,809.1765603
3 Bed,4,Denver Metro,Adams,2008,808.183420514
3 Bed,1,Denver Metro,Adams,2009,805.671604046
3 Bed,2,Denver Metro,Adams,2009,757.069435501
3 Bed,3,Denver Metro,Adams,2009,789.78125
3 Bed,4,Denver Metro,Adams,2009,782.267808023
3 Bed,1,Denver Metro,Adams,2010,810.600989831
3 Bed,2,Denver Metro,Adams,2010,820.165800181
3 Bed,3,Denver Metro,Adams,2010,826.755293069
3 Bed,4,Denver Metro,Adams,2010,836.341868132
3 Bed,1,Denver Metro,Adams,2011,810.527952402
3 Bed,2,Denver Metro,Adams,2011,820.767287234
3 Bed,3,Denver Metro,Adams,2011,835.52056962
3 Bed,4,Denver Metro,Adams,2011,835.355887581
3 Bed,1,Denver Metro,Adams,2012,843.869484083
3 Bed,2,Denver Metro,Adams,2012,867.123159693
3 Bed,3,Denver Metro,Adams,2012,877.571784862
3 Bed,4,Denver Metro,Adams,2012,853.503914091
3 Bed,1,Denver Metro,Adams,2013,875.356400385
3 Bed,2,Denver Metro,Adams,2013,917.449564513
3 Bed,3,Denver Metro,Adams,2013,930.548480032
3 Bed,4,Denver Metro,Adams,2013,934.749901961
3 Bed,1,Denver Metro,Adams,2014,954.507329449
3 Bed,2,Denver Metro,Adams,2014,993.871597756
3 Bed,3,Denver Metro,Adams,2014,1045.22408759
3 Bed,4,Denver Metro,Adams,2014,1065.4015025
3 Bed,1,Denver Metro,Adams,2015,1115.56708316
3 Bed,2,Denver Metro,Adams,2015,1155.44731405
3 Bed,3,Denver Metro,Adams,2015,1170.98456724
All,1,Denver Metro,Adams,1998,757.8
All,2,Denver Metro,Adams,1998,773.25
All,3,Denver Metro,Adams,1998,794.36
All,4,Denver Metro,Adams,1998,810.63
All,1,Denver Metro,Adams,1999,818.3
All,2,Denver Metro,Adams,1999,811.48
All,3,Denver Metro,Adams,1999,823.56
All,4,Denver Metro,Adams,1999,851.9
All,1,Denver Metro,Adams,2000,857.78
All,2,Denver Metro,Adams,2000,866.95
All,3,Denver Metro,Adams,2000,885.57
All,4,Denver Metro,Adams,2000,917.17
All,1,Denver Metro,Adams,2001,906.93
All,2,Denver Metro,Adams,2001,946.64
All,3,Denver Metro,Adams,2001,962.8
All,4,Denver Metro,Adams,2001,924.25
All,1,Denver Metro,Adams,2002,914.93
All,2,Denver Metro,Adams,2002,912.75
All,3,Denver Metro,Adams,2002,889.57
All,4,Denver Metro,Adams,2002,924.72
All,1,Denver Metro,Adams,2003,935.75
All,2,Denver Metro,Adams,2003,896.5506344708637
All,3,Denver Metro,Adams,2003,944.7268691588785
All,4,Denver Metro,Adams,2003,893.4819760479041
All,1,Denver Metro,Adams,2004,918.9057759298797
All,2,Denver Metro,Adams,2004,945.4796716
All,3,Denver Metro,Adams,2004,934.0764722351844
All,4,Denver Metro,Adams,2004,941.4069363032435
All,1,Denver Metro,Adams,2005,959.1886304691618
All,2,Denver Metro,Adams,2005,941.34533494
All,3,Denver Metro,Adams,2005,974.238971099
All,4,Denver Metro,Adams,2005,956.024719915
All,1,Denver Metro,Adams,2006,965.586394284
All,2,Denver Metro,Adams,2006,974.875180389
All,3,Denver Metro,Adams,2006,968.402110521
All,4,Denver Metro,Adams,2006,964.885371056
All,1,Denver Metro,Adams,2007,933.869808225
All,2,Denver Metro,Adams,2007,999.35507436
All,3,Denver Metro,Adams,2007,947.922162833
All,4,Denver Metro,Adams,2007,956.378598936
All,1,Denver Metro,Adams,2008,972.830436316
All,2,Denver Metro,Adams,2008,968.01261959
All,3,Denver Metro,Adams,2008,998.711684831
All,4,Denver Metro,Adams,2008,1021.66174904
All,1,Denver Metro,Adams,2009,1001.22879527
All,2,Denver Metro,Adams,2009,978.545957183
All,3,Denver Metro,Adams,2009,1025.3514207
All,4,Denver Metro,Adams,2009,1001.18946588
All,1,Denver Metro,Adams,2010,974.121854389
All,2,Denver Metro,Adams,2010,1004.11944515
All,3,Denver Metro,Adams,2010,1044.61397121
